config_id,plot_name,plot_width_m,plot_depth_m,plot_area_sqm,plot_area_cents,plot_area_sqft,facing,bhk_type,is_suitable,suitability_reason,net_buildable_area_sqm,net_buildable_width_m,net_buildable_depth_m,zone_public_pct,zone_private_pct,zone_service_pct,master_bedroom_target_w,master_bedroom_target_d,bedroom2_target_w,bedroom2_target_d,bedroom3_target_w,bedroom3_target_d,living_target_w,living_target_d,dining_target_w,dining_target_d,kitchen_target_w,kitchen_target_d,toilet_att_target_w,toilet_att_target_d,toilet_common_target_w,toilet_common_target_d,utility_target_w,utility_target_d,verandah_target_w,verandah_target_d,pooja_room_possible,staircase_possible,courtyard_possible,common_in_district,vastu_front_facing,layout_strategy,typical_use,road_width_typical_m,fsi_applicable,is_corner_plot,special_notes
47,4.5x9m Urban Plot,4.5,9,40.5,1,435.94,W,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,28.86,3.9,7.4,25,50,25,2.7,3,2.4,3,2.7,3.3,2.7,3,2.4,2.7,1.8,2.4,1.2,1.8,1.2,1.5,,,3.9,1.2,0,0,0,"Chennai, Coimbatore, Tirunelveli","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,URBAN_RESIDENTIAL,6,1.5,0,
48,4.5x9m Urban Plot,4.5,9,40.5,1,435.94,W,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,28.86,3.9,7.4,22,55,23,2.7,3,2.4,3,2.7,3.3,2.7,3,2.4,2.7,1.8,2.4,1.2,1.8,1.2,1.5,,,3.9,1.2,0,0,0,"Chennai, Coimbatore, Tirunelveli","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,URBAN_RESIDENTIAL,6,1.5,0,
49,5x10m Standard Urban,5,10,50,1.24,538.19,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,36.96,4.4,8.4,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,URBAN_RESIDENTIAL,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
50,5x10m Standard Urban,5,10,50,1.24,538.19,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",36.96,4.4,8.4,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,URBAN_RESIDENTIAL,6,1.5,0,
51,5x10m Standard Urban,5,10,50,1.24,538.19,N,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,36.96,4.4,8.4,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,URBAN_RESIDENTIAL,6,1.5,0,
52,5x10m Standard Urban,5,10,50,1.24,538.19,N,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,36.96,4.4,8.4,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,URBAN_RESIDENTIAL,6,1.5,0,
53,5x10m Standard Urban,5,10,50,1.24,538.19,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,36.96,4.4,8.4,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,URBAN_RESIDENTIAL,6,1.5,0,
54,5x10m Standard Urban,5,10,50,1.24,538.19,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",36.96,4.4,8.4,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,URBAN_RESIDENTIAL,6,1.5,0,
55,5x10m Standard Urban,5,10,50,1.24,538.19,S,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,36.96,4.4,8.4,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,URBAN_RESIDENTIAL,6,1.5,0,
56,5x10m Standard Urban,5,10,50,1.24,538.19,S,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,36.96,4.4,8.4,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,URBAN_RESIDENTIAL,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
57,5x10m Standard Urban,5,10,50,1.24,538.19,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,36.96,4.4,8.4,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,URBAN_RESIDENTIAL,6,1.5,0,
58,5x10m Standard Urban,5,10,50,1.24,538.19,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",36.96,4.4,8.4,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,URBAN_RESIDENTIAL,6,1.5,0,
59,5x10m Standard Urban,5,10,50,1.24,538.19,E,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,36.96,4.4,8.4,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,URBAN_RESIDENTIAL,6,1.5,0,
60,5x10m Standard Urban,5,10,50,1.24,538.19,E,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,36.96,4.4,8.4,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,URBAN_RESIDENTIAL,6,1.5,0,
61,5x10m Standard Urban,5,10,50,1.24,538.19,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,36.96,4.4,8.4,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,URBAN_RESIDENTIAL,6,1.5,0,
62,5x10m Standard Urban,5,10,50,1.24,538.19,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",36.96,4.4,8.4,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,URBAN_RESIDENTIAL,6,1.5,0,
63,5x10m Standard Urban,5,10,50,1.24,538.19,W,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,36.96,4.4,8.4,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,URBAN_RESIDENTIAL,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
64,5x10m Standard Urban,5,10,50,1.24,538.19,W,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,36.96,4.4,8.4,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.4,1.5,0,0,0,"Chennai, Madurai, Erode","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,URBAN_RESIDENTIAL,6,1.5,0,
65,6x9m City Plot,6,9,54,1.33,581.25,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,31.2,4.8,6.5,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,URBAN_RESIDENTIAL,6,1.5,0,
66,6x9m City Plot,6,9,54,1.33,581.25,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",31.2,4.8,6.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,URBAN_RESIDENTIAL,6,1.5,0,
67,6x9m City Plot,6,9,54,1.33,581.25,N,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,31.2,4.8,6.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,URBAN_RESIDENTIAL,6,1.5,0,
68,6x9m City Plot,6,9,54,1.33,581.25,N,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,31.2,4.8,6.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,URBAN_RESIDENTIAL,6,1.5,0,
69,6x9m City Plot,6,9,54,1.33,581.25,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,31.2,4.8,6.5,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,URBAN_RESIDENTIAL,6,1.5,0,
70,6x9m City Plot,6,9,54,1.33,581.25,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",31.2,4.8,6.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,URBAN_RESIDENTIAL,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
71,6x9m City Plot,6,9,54,1.33,581.25,S,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,31.2,4.8,6.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,URBAN_RESIDENTIAL,6,1.5,0,
72,6x9m City Plot,6,9,54,1.33,581.25,S,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,31.2,4.8,6.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,URBAN_RESIDENTIAL,6,1.5,0,
73,6x9m City Plot,6,9,54,1.33,581.25,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,31.2,4.8,6.5,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,URBAN_RESIDENTIAL,6,1.5,0,
74,6x9m City Plot,6,9,54,1.33,581.25,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",31.2,4.8,6.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,URBAN_RESIDENTIAL,6,1.5,0,
75,6x9m City Plot,6,9,54,1.33,581.25,E,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,31.2,4.8,6.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,URBAN_RESIDENTIAL,6,1.5,0,
76,6x9m City Plot,6,9,54,1.33,581.25,E,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,31.2,4.8,6.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,URBAN_RESIDENTIAL,6,1.5,0,
77,6x9m City Plot,6,9,54,1.33,581.25,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,31.2,4.8,6.5,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,URBAN_RESIDENTIAL,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
78,6x9m City Plot,6,9,54,1.33,581.25,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",31.2,4.8,6.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,URBAN_RESIDENTIAL,6,1.5,0,
79,6x9m City Plot,6,9,54,1.33,581.25,W,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,31.2,4.8,6.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,URBAN_RESIDENTIAL,6,1.5,0,
80,6x9m City Plot,6,9,54,1.33,581.25,W,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,31.2,4.8,6.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Chennai, Salem, Vellore","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,URBAN_RESIDENTIAL,6,1.5,0,
81,6x12m Urban Residential,6,12,72,1.78,775,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,45.6,4.8,9.5,35,40,25,3,3.6,,,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,,,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,URBAN_RESIDENTIAL,7.5,1.5,0,
82,6x12m Urban Residential,6,12,72,1.78,775,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",45.6,4.8,9.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,URBAN_RESIDENTIAL,7.5,1.5,0,
83,6x12m Urban Residential,6,12,72,1.78,775,N,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",45.6,4.8,9.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,URBAN_RESIDENTIAL,7.5,1.5,0,
84,6x12m Urban Residential,6,12,72,1.78,775,N,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,45.6,4.8,9.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,URBAN_RESIDENTIAL,7.5,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
85,6x12m Urban Residential,6,12,72,1.78,775,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,45.6,4.8,9.5,35,40,25,3,3.6,,,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,,,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,URBAN_RESIDENTIAL,7.5,1.5,0,
86,6x12m Urban Residential,6,12,72,1.78,775,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",45.6,4.8,9.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,URBAN_RESIDENTIAL,7.5,1.5,0,
87,6x12m Urban Residential,6,12,72,1.78,775,S,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",45.6,4.8,9.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,URBAN_RESIDENTIAL,7.5,1.5,0,
88,6x12m Urban Residential,6,12,72,1.78,775,S,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,45.6,4.8,9.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,URBAN_RESIDENTIAL,7.5,1.5,0,
89,6x12m Urban Residential,6,12,72,1.78,775,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,45.6,4.8,9.5,35,40,25,3,3.6,,,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,,,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,URBAN_RESIDENTIAL,7.5,1.5,0,
90,6x12m Urban Residential,6,12,72,1.78,775,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",45.6,4.8,9.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,URBAN_RESIDENTIAL,7.5,1.5,0,
91,6x12m Urban Residential,6,12,72,1.78,775,E,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",45.6,4.8,9.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,URBAN_RESIDENTIAL,7.5,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
92,6x12m Urban Residential,6,12,72,1.78,775,E,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,45.6,4.8,9.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,URBAN_RESIDENTIAL,7.5,1.5,0,
93,6x12m Urban Residential,6,12,72,1.78,775,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,45.6,4.8,9.5,35,40,25,3,3.6,,,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,,,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,URBAN_RESIDENTIAL,7.5,1.5,0,
94,6x12m Urban Residential,6,12,72,1.78,775,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",45.6,4.8,9.5,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,URBAN_RESIDENTIAL,7.5,1.5,0,
95,6x12m Urban Residential,6,12,72,1.78,775,W,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",45.6,4.8,9.5,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,URBAN_RESIDENTIAL,7.5,1.5,0,
